,observed_value,prediction,classifier,name_short,matrix,polarity,fold,feat_sel_method,feat_sel_quantile,nb_features
8,True,True,MLP,Xanthine,9AA,negative,9,RandomForest,0.8333333333333333,58
9,True,False,MLP,cis-Aconitic acid,9AA,negative,9,RandomForest,0.8333333333333333,58
10,True,False,MLP,gamma-Aminobutyric acid,9AA,negative,9,RandomForest,0.8333333333333333,58
11,True,True,MLP,myo-Inositol,9AA,negative,9,RandomForest,0.8333333333333333,58
12,False,False,MLP,TG 15:0-18:1-15:0,9AA,negative,9,RandomForest,0.8333333333333333,58
13,False,False,MLP,Tetrahydrofolic acid,9AA,negative,9,RandomForest,0.8333333333333333,58
14,False,True,MLP,Thiamine,9AA,negative,9,RandomForest,0.8333333333333333,58
15,False,False,MLP,alpha-tocopherol,9AA,negative,9,RandomForest,0.8333333333333333,58
0,True,False,MLP,2-Oxoglutaric acid,9AA,negative,0,RandomForest,1.0,0
1,True,True,MLP,3-Hydroxyanthranilic acid,9AA,negative,0,RandomForest,1.0,0
2,True,False,MLP,3-Phosphoglyceric acid,9AA,negative,0,RandomForest,1.0,0
3,True,True,MLP,"4,5-Dihydroorotic acid",9AA,negative,0,RandomForest,1.0,0
4,True,True,MLP,4-Hydroxyproline,9AA,negative,0,RandomForest,1.0,0
5,True,False,MLP,5-Hydroxyindoleacetic acid,9AA,negative,0,RandomForest,1.0,0
6,True,False,MLP,6-Phosphogluconic acid,9AA,negative,0,RandomForest,1.0,0
7,True,True,MLP,Acetyl-CoA,9AA,negative,0,RandomForest,1.0,0
8,True,True,MLP,Adenine,9AA,negative,0,RandomForest,1.0,0
9,True,False,MLP,Adenosine diphosphate,9AA,negative,0,RandomForest,1.0,0
10,True,True,MLP,Adenosine monophosphate,9AA,negative,0,RandomForest,1.0,0
11,True,False,MLP,Arginine,9AA,negative,0,RandomForest,1.0,0
12,True,True,MLP,Argininosuccinic acid,9AA,negative,0,RandomForest,1.0,0
13,False,False,MLP,3-Hydroxymethylglutaric acid,9AA,negative,0,RandomForest,1.0,0
14,False,False,MLP,Acetoacetic acid,9AA,negative,0,RandomForest,1.0,0
15,False,True,MLP,Acetylcarnitine,9AA,negative,0,RandomForest,1.0,0
16,False,False,MLP,Acetylcholine,9AA,negative,0,RandomForest,1.0,0
17,False,True,MLP,Agmatine,9AA,negative,0,RandomForest,1.0,0
0,True,False,MLP,Ascorbic acid,9AA,negative,1,RandomForest,1.0,0
1,True,False,MLP,Asparagine,9AA,negative,1,RandomForest,1.0,0
2,True,True,MLP,Aspartic acid,9AA,negative,1,RandomForest,1.0,0
3,True,False,MLP,Cardiolipin 18:1,9AA,negative,1,RandomForest,1.0,0
4,True,True,MLP,Carnitine,9AA,negative,1,RandomForest,1.0,0
5,True,True,MLP,Carnosine,9AA,negative,1,RandomForest,1.0,0
6,True,True,MLP,Cer d8:1/22:0 Cer,9AA,negative,1,RandomForest,1.0,0
7,True,False,MLP,Cholic acid,9AA,negative,1,RandomForest,1.0,0
8,True,True,MLP,Citric acid,9AA,negative,1,RandomForest,1.0,0
9,True,False,MLP,Citrulline,9AA,negative,1,RandomForest,1.0,0
10,True,True,MLP,Coenzyme A,9AA,negative,1,RandomForest,1.0,0
11,True,False,MLP,Creatine,9AA,negative,1,RandomForest,1.0,0
12,True,True,MLP,Creatinine,9AA,negative,1,RandomForest,1.0,0
13,False,False,MLP,Biotin,9AA,negative,1,RandomForest,1.0,0
14,False,True,MLP,Butyric acid,9AA,negative,1,RandomForest,1.0,0
15,False,False,MLP,CAR 16:0,9AA,negative,1,RandomForest,1.0,0
16,False,False,MLP,Cholecalciferol,9AA,negative,1,RandomForest,1.0,0
0,True,False,MLP,Cysteine,9AA,negative,2,RandomForest,1.0,0
1,True,True,MLP,Cystine,9AA,negative,2,RandomForest,1.0,0
2,True,False,MLP,Cytidine,9AA,negative,2,RandomForest,1.0,0
3,True,False,MLP,Cytosine,9AA,negative,2,RandomForest,1.0,0
4,True,False,MLP,Dihydroxyacetone phosphate,9AA,negative,2,RandomForest,1.0,0
5,True,False,MLP,Dopamine,9AA,negative,2,RandomForest,1.0,0
6,True,True,MLP,Epinephrine,9AA,negative,2,RandomForest,1.0,0
7,True,True,MLP,Flavin adenine dinucleotide,9AA,negative,2,RandomForest,1.0,0
8,True,True,MLP,Flavin mononucleotide,9AA,negative,2,RandomForest,1.0,0
9,True,True,MLP,"Fructose 1,6-bisphosphate",9AA,negative,2,RandomForest,1.0,0
10,True,False,MLP,GM3 Ganglioside 18:0,9AA,negative,2,RandomForest,1.0,0
11,True,False,MLP,GlcCer d18:1/18:0,9AA,negative,2,RandomForest,1.0,0
12,False,True,MLP,Cholesterol,9AA,negative,2,RandomForest,1.0,0
13,False,False,MLP,Cholesteryl acetate,9AA,negative,2,RandomForest,1.0,0
14,False,True,MLP,Choline,9AA,negative,2,RandomForest,1.0,0
15,False,False,MLP,Cyclic adenosine monophosphate,9AA,negative,2,RandomForest,1.0,0
0,True,True,MLP,Gluconic acid,9AA,negative,3,RandomForest,1.0,0
1,True,True,MLP,Glucosamine 6-phosphate,9AA,negative,3,RandomForest,1.0,0
2,True,False,MLP,Glucose,9AA,negative,3,RandomForest,1.0,0
3,True,True,MLP,Glucose 6-phosphate,9AA,negative,3,RandomForest,1.0,0
4,True,False,MLP,Glucosyl cholesterol,9AA,negative,3,RandomForest,1.0,0
5,True,True,MLP,Glutamic acid,9AA,negative,3,RandomForest,1.0,0
6,True,False,MLP,Glutamine,9AA,negative,3,RandomForest,1.0,0
7,True,True,MLP,Glutathione,9AA,negative,3,RandomForest,1.0,0
8,True,True,MLP,Glycerol 3-phosphate,9AA,negative,3,RandomForest,1.0,0
9,True,True,MLP,Glycine,9AA,negative,3,RandomForest,1.0,0
10,True,False,MLP,Guanine,9AA,negative,3,RandomForest,1.0,0
11,True,True,MLP,Histamine,9AA,negative,3,RandomForest,1.0,0
12,False,False,MLP,Cytidine monophosphate,9AA,negative,3,RandomForest,1.0,0
13,False,True,MLP,Dihydroxyacetone,9AA,negative,3,RandomForest,1.0,0
14,False,False,MLP,Estradiol,9AA,negative,3,RandomForest,1.0,0
15,False,True,MLP,Folic acid,9AA,negative,3,RandomForest,1.0,0
0,True,False,MLP,Histidine,9AA,negative,4,RandomForest,1.0,0
1,True,False,MLP,Hypoxanthine,9AA,negative,4,RandomForest,1.0,0
2,True,False,MLP,Kynurenic acid,9AA,negative,4,RandomForest,1.0,0
3,True,True,MLP,Kynurenine,9AA,negative,4,RandomForest,1.0,0
4,True,False,MLP,L-Dopa,9AA,negative,4,RandomForest,1.0,0
5,True,False,MLP,Lyso PA 18:1,9AA,negative,4,RandomForest,1.0,0
6,True,False,MLP,Lyso PC 15:0,9AA,negative,4,RandomForest,1.0,0
7,True,False,MLP,Lyso PE 18:0,9AA,negative,4,RandomForest,1.0,0
8,True,True,MLP,Lyso PG 16:0,9AA,negative,4,RandomForest,1.0,0
9,True,True,MLP,Lyso PI 17:1,9AA,negative,4,RandomForest,1.0,0
10,True,False,MLP,Lyso PS 17:1,9AA,negative,4,RandomForest,1.0,0
11,True,False,MLP,Malic acid,9AA,negative,4,RandomForest,1.0,0
12,False,False,MLP,Fumaric acid,9AA,negative,4,RandomForest,1.0,0
13,False,True,MLP,Glucosamine,9AA,negative,4,RandomForest,1.0,0
14,False,False,MLP,Glycerophosphocholine,9AA,negative,4,RandomForest,1.0,0
15,False,True,MLP,Homocysteine,9AA,negative,4,RandomForest,1.0,0
0,True,True,MLP,Malonic acid,9AA,negative,5,RandomForest,1.0,0
1,True,False,MLP,Melatonin,9AA,negative,5,RandomForest,1.0,0
2,True,False,MLP,Methionine,9AA,negative,5,RandomForest,1.0,0
3,True,True,MLP,Mevalonic acid,9AA,negative,5,RandomForest,1.0,0
4,True,False,MLP,Myo-inositol 1-phosphate,9AA,negative,5,RandomForest,1.0,0
5,True,True,MLP,N-Acetylaspartic acid,9AA,negative,5,RandomForest,1.0,0
6,True,True,MLP,N-Acetylaspartylglutamic acid,9AA,negative,5,RandomForest,1.0,0
7,True,True,MLP,N-Acetylgalactosamine 6-phosphate,9AA,negative,5,RandomForest,1.0,0
8,True,True,MLP,N-Acetylglucosamine,9AA,negative,5,RandomForest,1.0,0
9,True,True,MLP,"N6,N6,N6-Trimethyllysine",9AA,negative,5,RandomForest,1.0,0
10,True,True,MLP,Nicotinamide adenine dinucleotide (NAD),9AA,negative,5,RandomForest,1.0,0
11,True,True,MLP,"Nicotinamide adenine dinucleotide, reduced (NADH)",9AA,negative,5,RandomForest,1.0,0
12,False,True,MLP,Lactic acid,9AA,negative,5,RandomForest,1.0,0
13,False,False,MLP,MG 18:1,9AA,negative,5,RandomForest,1.0,0
14,False,False,MLP,Niacinamide,9AA,negative,5,RandomForest,1.0,0
15,False,False,MLP,Nicotinamide riboside,9AA,negative,5,RandomForest,1.0,0
0,True,False,MLP,Ornithine,9AA,negative,6,RandomForest,1.0,0
1,True,True,MLP,Orotic acid,9AA,negative,6,RandomForest,1.0,0
2,True,True,MLP,Oxidized glutathione,9AA,negative,6,RandomForest,1.0,0
3,True,False,MLP,PA 16:0-18:1,9AA,negative,6,RandomForest,1.0,0
4,True,True,MLP,PC (O) C16-18:1,9AA,negative,6,RandomForest,1.0,0
5,True,False,MLP,PC 15:0-18:1,9AA,negative,6,RandomForest,1.0,0
6,True,True,MLP,PE 18:0-20:4,9AA,negative,6,RandomForest,1.0,0
7,True,False,MLP,PG 16:0-18:1,9AA,negative,6,RandomForest,1.0,0
8,True,False,MLP,PI 16:0-18:1,9AA,negative,6,RandomForest,1.0,0
9,True,True,MLP,PI(5)P 18:1,9AA,negative,6,RandomForest,1.0,0
10,True,False,MLP,PS (POPS) 16:0-18:1,9AA,negative,6,RandomForest,1.0,0
11,True,False,MLP,Palmitoyl-CoA,9AA,negative,6,RandomForest,1.0,0
12,False,True,MLP,Nicotinamide ribotide,9AA,negative,6,RandomForest,1.0,0
13,False,True,MLP,Nicotinic acid,9AA,negative,6,RandomForest,1.0,0
14,False,False,MLP,Oxalacetic acid,9AA,negative,6,RandomForest,1.0,0
15,False,True,MLP,Palmitic acid,9AA,negative,6,RandomForest,1.0,0
0,True,False,MLP,Pantetheine,9AA,negative,7,RandomForest,1.0,0
1,True,False,MLP,Pantothenic acid,9AA,negative,7,RandomForest,1.0,0
2,True,True,MLP,Phenylalanine,9AA,negative,7,RandomForest,1.0,0
3,True,False,MLP,Phosphocreatine,9AA,negative,7,RandomForest,1.0,0
4,True,False,MLP,Phosphoenolpyruvic acid,9AA,negative,7,RandomForest,1.0,0
5,True,True,MLP,Proline,9AA,negative,7,RandomForest,1.0,0
6,True,False,MLP,Prostaglandin E1,9AA,negative,7,RandomForest,1.0,0
7,True,False,MLP,Pyridoxine,9AA,negative,7,RandomForest,1.0,0
8,True,False,MLP,Quinolinic acid,9AA,negative,7,RandomForest,1.0,0
9,True,False,MLP,Riboflavin,9AA,negative,7,RandomForest,1.0,0
10,True,False,MLP,Ribulose,9AA,negative,7,RandomForest,1.0,0
11,True,True,MLP,Ribulose 5-phosphate,9AA,negative,7,RandomForest,1.0,0
12,False,True,MLP,Phylloquinone,9AA,negative,7,RandomForest,1.0,0
13,False,True,MLP,Propionylcarnitine,9AA,negative,7,RandomForest,1.0,0
14,False,False,MLP,Putrescine,9AA,negative,7,RandomForest,1.0,0
15,False,False,MLP,Pyruvic acid,9AA,negative,7,RandomForest,1.0,0
0,True,True,MLP,S-Adenosylhomocysteine,9AA,negative,8,RandomForest,1.0,0
1,True,False,MLP,SM d18:1-16:0,9AA,negative,8,RandomForest,1.0,0
2,True,True,MLP,Serine,9AA,negative,8,RandomForest,1.0,0
3,True,True,MLP,Succinic acid,9AA,negative,8,RandomForest,1.0,0
4,True,False,MLP,Sulfo GalCer 18:0(2S-OH),9AA,negative,8,RandomForest,1.0,0
5,True,False,MLP,Taurine,9AA,negative,8,RandomForest,1.0,0
6,True,True,MLP,Taurocholic acid,9AA,negative,8,RandomForest,1.0,0
7,True,True,MLP,Thymine,9AA,negative,8,RandomForest,1.0,0
8,True,False,MLP,Tryptophan,9AA,negative,8,RandomForest,1.0,0
9,True,False,MLP,Tyrosine,9AA,negative,8,RandomForest,1.0,0
10,True,False,MLP,Uracil,9AA,negative,8,RandomForest,1.0,0
11,True,True,MLP,Ureidosuccinic acid,9AA,negative,8,RandomForest,1.0,0
12,False,False,MLP,Retinoic acid,9AA,negative,8,RandomForest,1.0,0
13,False,False,MLP,S-Adenosylmethionine,9AA,negative,8,RandomForest,1.0,0
14,False,True,MLP,Serotonin,9AA,negative,8,RandomForest,1.0,0
15,False,False,MLP,Spermidine,9AA,negative,8,RandomForest,1.0,0
0,True,False,MLP,Uric acid,9AA,negative,9,RandomForest,1.0,0
1,True,False,MLP,Uridine,9AA,negative,9,RandomForest,1.0,0
2,True,False,MLP,Uridine diphosphate,9AA,negative,9,RandomForest,1.0,0
3,True,False,MLP,Uridine diphosphate glucose,9AA,negative,9,RandomForest,1.0,0
4,True,False,MLP,Uridine diphosphate glucuronic acid,9AA,negative,9,RandomForest,1.0,0
5,True,False,MLP,Uridine diphosphate-N-acetylglucosamine,9AA,negative,9,RandomForest,1.0,0
6,True,True,MLP,Urocanic acid,9AA,negative,9,RandomForest,1.0,0
7,True,False,MLP,Valine,9AA,negative,9,RandomForest,1.0,0
8,True,True,MLP,Xanthine,9AA,negative,9,RandomForest,1.0,0
9,True,True,MLP,cis-Aconitic acid,9AA,negative,9,RandomForest,1.0,0
10,True,False,MLP,gamma-Aminobutyric acid,9AA,negative,9,RandomForest,1.0,0
11,True,True,MLP,myo-Inositol,9AA,negative,9,RandomForest,1.0,0
12,False,False,MLP,TG 15:0-18:1-15:0,9AA,negative,9,RandomForest,1.0,0
13,False,True,MLP,Tetrahydrofolic acid,9AA,negative,9,RandomForest,1.0,0
14,False,True,MLP,Thiamine,9AA,negative,9,RandomForest,1.0,0
15,False,False,MLP,alpha-tocopherol,9AA,negative,9,RandomForest,1.0,0
0,True,False,MLP,2-Oxoglutaric acid,9AA,negative,0,kendall,0.0,356
1,True,True,MLP,3-Hydroxyanthranilic acid,9AA,negative,0,kendall,0.0,356
2,True,True,MLP,3-Phosphoglyceric acid,9AA,negative,0,kendall,0.0,356
3,True,True,MLP,"4,5-Dihydroorotic acid",9AA,negative,0,kendall,0.0,356
4,True,True,MLP,4-Hydroxyproline,9AA,negative,0,kendall,0.0,356
5,True,False,MLP,5-Hydroxyindoleacetic acid,9AA,negative,0,kendall,0.0,356
6,True,True,MLP,6-Phosphogluconic acid,9AA,negative,0,kendall,0.0,356
7,True,True,MLP,Acetyl-CoA,9AA,negative,0,kendall,0.0,356
8,True,True,MLP,Adenine,9AA,negative,0,kendall,0.0,356
9,True,True,MLP,Adenosine diphosphate,9AA,negative,0,kendall,0.0,356
10,True,True,MLP,Adenosine monophosphate,9AA,negative,0,kendall,0.0,356
11,True,True,MLP,Arginine,9AA,negative,0,kendall,0.0,356
12,True,True,MLP,Argininosuccinic acid,9AA,negative,0,kendall,0.0,356
13,False,True,MLP,3-Hydroxymethylglutaric acid,9AA,negative,0,kendall,0.0,356
14,False,False,MLP,Acetoacetic acid,9AA,negative,0,kendall,0.0,356
15,False,False,MLP,Acetylcarnitine,9AA,negative,0,kendall,0.0,356
16,False,False,MLP,Acetylcholine,9AA,negative,0,kendall,0.0,356
17,False,True,MLP,Agmatine,9AA,negative,0,kendall,0.0,356
0,True,True,MLP,Ascorbic acid,9AA,negative,1,kendall,0.0,356
1,True,True,MLP,Asparagine,9AA,negative,1,kendall,0.0,356
2,True,True,MLP,Aspartic acid,9AA,negative,1,kendall,0.0,356
3,True,True,MLP,Cardiolipin 18:1,9AA,negative,1,kendall,0.0,356
4,True,False,MLP,Carnitine,9AA,negative,1,kendall,0.0,356
5,True,True,MLP,Carnosine,9AA,negative,1,kendall,0.0,356
6,True,True,MLP,Cer d8:1/22:0 Cer,9AA,negative,1,kendall,0.0,356
7,True,True,MLP,Cholic acid,9AA,negative,1,kendall,0.0,356
8,True,False,MLP,Citric acid,9AA,negative,1,kendall,0.0,356
9,True,True,MLP,Citrulline,9AA,negative,1,kendall,0.0,356
10,True,True,MLP,Coenzyme A,9AA,negative,1,kendall,0.0,356
11,True,True,MLP,Creatine,9AA,negative,1,kendall,0.0,356
12,True,True,MLP,Creatinine,9AA,negative,1,kendall,0.0,356
13,False,True,MLP,Biotin,9AA,negative,1,kendall,0.0,356
14,False,False,MLP,Butyric acid,9AA,negative,1,kendall,0.0,356
15,False,False,MLP,CAR 16:0,9AA,negative,1,kendall,0.0,356
16,False,False,MLP,Cholecalciferol,9AA,negative,1,kendall,0.0,356
0,True,True,MLP,Cysteine,9AA,negative,2,kendall,0.0,356
1,True,True,MLP,Cystine,9AA,negative,2,kendall,0.0,356
2,True,False,MLP,Cytidine,9AA,negative,2,kendall,0.0,356
3,True,True,MLP,Cytosine,9AA,negative,2,kendall,0.0,356
4,True,True,MLP,Dihydroxyacetone phosphate,9AA,negative,2,kendall,0.0,356
5,True,False,MLP,Dopamine,9AA,negative,2,kendall,0.0,356
6,True,False,MLP,Epinephrine,9AA,negative,2,kendall,0.0,356
7,True,True,MLP,Flavin adenine dinucleotide,9AA,negative,2,kendall,0.0,356
8,True,True,MLP,Flavin mononucleotide,9AA,negative,2,kendall,0.0,356
9,True,True,MLP,"Fructose 1,6-bisphosphate",9AA,negative,2,kendall,0.0,356
10,True,True,MLP,GM3 Ganglioside 18:0,9AA,negative,2,kendall,0.0,356
11,True,True,MLP,GlcCer d18:1/18:0,9AA,negative,2,kendall,0.0,356
12,False,True,MLP,Cholesterol,9AA,negative,2,kendall,0.0,356
13,False,False,MLP,Cholesteryl acetate,9AA,negative,2,kendall,0.0,356
14,False,False,MLP,Choline,9AA,negative,2,kendall,0.0,356
15,False,True,MLP,Cyclic adenosine monophosphate,9AA,negative,2,kendall,0.0,356
0,True,True,MLP,Gluconic acid,9AA,negative,3,kendall,0.0,356
1,True,True,MLP,Glucosamine 6-phosphate,9AA,negative,3,kendall,0.0,356
2,True,False,MLP,Glucose,9AA,negative,3,kendall,0.0,356
3,True,True,MLP,Glucose 6-phosphate,9AA,negative,3,kendall,0.0,356
4,True,False,MLP,Glucosyl cholesterol,9AA,negative,3,kendall,0.0,356
5,True,True,MLP,Glutamic acid,9AA,negative,3,kendall,0.0,356
6,True,True,MLP,Glutamine,9AA,negative,3,kendall,0.0,356
7,True,True,MLP,Glutathione,9AA,negative,3,kendall,0.0,356
8,True,True,MLP,Glycerol 3-phosphate,9AA,negative,3,kendall,0.0,356
9,True,True,MLP,Glycine,9AA,negative,3,kendall,0.0,356
10,True,True,MLP,Guanine,9AA,negative,3,kendall,0.0,356
11,True,True,MLP,Histamine,9AA,negative,3,kendall,0.0,356
12,False,True,MLP,Cytidine monophosphate,9AA,negative,3,kendall,0.0,356
13,False,True,MLP,Dihydroxyacetone,9AA,negative,3,kendall,0.0,356
14,False,False,MLP,Estradiol,9AA,negative,3,kendall,0.0,356
15,False,True,MLP,Folic acid,9AA,negative,3,kendall,0.0,356
0,True,True,MLP,Histidine,9AA,negative,4,kendall,0.0,356
1,True,True,MLP,Hypoxanthine,9AA,negative,4,kendall,0.0,356
2,True,True,MLP,Kynurenic acid,9AA,negative,4,kendall,0.0,356
3,True,True,MLP,Kynurenine,9AA,negative,4,kendall,0.0,356
4,True,True,MLP,L-Dopa,9AA,negative,4,kendall,0.0,356
5,True,True,MLP,Lyso PA 18:1,9AA,negative,4,kendall,0.0,356
6,True,True,MLP,Lyso PC 15:0,9AA,negative,4,kendall,0.0,356
7,True,True,MLP,Lyso PE 18:0,9AA,negative,4,kendall,0.0,356
8,True,True,MLP,Lyso PG 16:0,9AA,negative,4,kendall,0.0,356
9,True,True,MLP,Lyso PI 17:1,9AA,negative,4,kendall,0.0,356
10,True,True,MLP,Lyso PS 17:1,9AA,negative,4,kendall,0.0,356
11,True,True,MLP,Malic acid,9AA,negative,4,kendall,0.0,356
12,False,True,MLP,Fumaric acid,9AA,negative,4,kendall,0.0,356
13,False,True,MLP,Glucosamine,9AA,negative,4,kendall,0.0,356
14,False,True,MLP,Glycerophosphocholine,9AA,negative,4,kendall,0.0,356
15,False,True,MLP,Homocysteine,9AA,negative,4,kendall,0.0,356
0,True,False,MLP,Malonic acid,9AA,negative,5,kendall,0.0,356
1,True,False,MLP,Melatonin,9AA,negative,5,kendall,0.0,356
2,True,True,MLP,Methionine,9AA,negative,5,kendall,0.0,356
3,True,False,MLP,Mevalonic acid,9AA,negative,5,kendall,0.0,356
4,True,True,MLP,Myo-inositol 1-phosphate,9AA,negative,5,kendall,0.0,356
5,True,False,MLP,N-Acetylaspartic acid,9AA,negative,5,kendall,0.0,356
6,True,True,MLP,N-Acetylaspartylglutamic acid,9AA,negative,5,kendall,0.0,356
7,True,True,MLP,N-Acetylgalactosamine 6-phosphate,9AA,negative,5,kendall,0.0,356
8,True,False,MLP,N-Acetylglucosamine,9AA,negative,5,kendall,0.0,356
9,True,False,MLP,"N6,N6,N6-Trimethyllysine",9AA,negative,5,kendall,0.0,356
10,True,False,MLP,Nicotinamide adenine dinucleotide (NAD),9AA,negative,5,kendall,0.0,356
11,True,True,MLP,"Nicotinamide adenine dinucleotide, reduced (NADH)",9AA,negative,5,kendall,0.0,356
12,False,True,MLP,Lactic acid,9AA,negative,5,kendall,0.0,356
13,False,True,MLP,MG 18:1,9AA,negative,5,kendall,0.0,356
14,False,False,MLP,Niacinamide,9AA,negative,5,kendall,0.0,356
15,False,False,MLP,Nicotinamide riboside,9AA,negative,5,kendall,0.0,356
0,True,True,MLP,Ornithine,9AA,negative,6,kendall,0.0,356
1,True,True,MLP,Orotic acid,9AA,negative,6,kendall,0.0,356
2,True,True,MLP,Oxidized glutathione,9AA,negative,6,kendall,0.0,356
3,True,True,MLP,PA 16:0-18:1,9AA,negative,6,kendall,0.0,356
4,True,False,MLP,PC (O) C16-18:1,9AA,negative,6,kendall,0.0,356
5,True,False,MLP,PC 15:0-18:1,9AA,negative,6,kendall,0.0,356
6,True,True,MLP,PE 18:0-20:4,9AA,negative,6,kendall,0.0,356
7,True,True,MLP,PG 16:0-18:1,9AA,negative,6,kendall,0.0,356
8,True,True,MLP,PI 16:0-18:1,9AA,negative,6,kendall,0.0,356
9,True,True,MLP,PI(5)P 18:1,9AA,negative,6,kendall,0.0,356
10,True,True,MLP,PS (POPS) 16:0-18:1,9AA,negative,6,kendall,0.0,356
11,True,True,MLP,Palmitoyl-CoA,9AA,negative,6,kendall,0.0,356
12,False,True,MLP,Nicotinamide ribotide,9AA,negative,6,kendall,0.0,356
13,False,False,MLP,Nicotinic acid,9AA,negative,6,kendall,0.0,356
14,False,True,MLP,Oxalacetic acid,9AA,negative,6,kendall,0.0,356
15,False,False,MLP,Palmitic acid,9AA,negative,6,kendall,0.0,356
0,True,False,MLP,Pantetheine,9AA,negative,7,kendall,0.0,356
1,True,True,MLP,Pantothenic acid,9AA,negative,7,kendall,0.0,356
2,True,True,MLP,Phenylalanine,9AA,negative,7,kendall,0.0,356
3,True,True,MLP,Phosphocreatine,9AA,negative,7,kendall,0.0,356
4,True,True,MLP,Phosphoenolpyruvic acid,9AA,negative,7,kendall,0.0,356
5,True,True,MLP,Proline,9AA,negative,7,kendall,0.0,356
6,True,False,MLP,Prostaglandin E1,9AA,negative,7,kendall,0.0,356
7,True,False,MLP,Pyridoxine,9AA,negative,7,kendall,0.0,356
8,True,True,MLP,Quinolinic acid,9AA,negative,7,kendall,0.0,356
9,True,True,MLP,Riboflavin,9AA,negative,7,kendall,0.0,356
10,True,True,MLP,Ribulose,9AA,negative,7,kendall,0.0,356
11,True,True,MLP,Ribulose 5-phosphate,9AA,negative,7,kendall,0.0,356
12,False,False,MLP,Phylloquinone,9AA,negative,7,kendall,0.0,356
13,False,False,MLP,Propionylcarnitine,9AA,negative,7,kendall,0.0,356
14,False,False,MLP,Putrescine,9AA,negative,7,kendall,0.0,356
15,False,False,MLP,Pyruvic acid,9AA,negative,7,kendall,0.0,356
0,True,True,MLP,S-Adenosylhomocysteine,9AA,negative,8,kendall,0.0,356
1,True,True,MLP,SM d18:1-16:0,9AA,negative,8,kendall,0.0,356
2,True,True,MLP,Serine,9AA,negative,8,kendall,0.0,356
3,True,True,MLP,Succinic acid,9AA,negative,8,kendall,0.0,356
4,True,True,MLP,Sulfo GalCer 18:0(2S-OH),9AA,negative,8,kendall,0.0,356
5,True,False,MLP,Taurine,9AA,negative,8,kendall,0.0,356
6,True,True,MLP,Taurocholic acid,9AA,negative,8,kendall,0.0,356
7,True,True,MLP,Thymine,9AA,negative,8,kendall,0.0,356
8,True,True,MLP,Tryptophan,9AA,negative,8,kendall,0.0,356
9,True,True,MLP,Tyrosine,9AA,negative,8,kendall,0.0,356
10,True,True,MLP,Uracil,9AA,negative,8,kendall,0.0,356
11,True,True,MLP,Ureidosuccinic acid,9AA,negative,8,kendall,0.0,356
12,False,False,MLP,Retinoic acid,9AA,negative,8,kendall,0.0,356
13,False,True,MLP,S-Adenosylmethionine,9AA,negative,8,kendall,0.0,356
14,False,True,MLP,Serotonin,9AA,negative,8,kendall,0.0,356
